NFT,Sector,Project,Blockchain,Contract Address,Latest Transaction,Marketplace URL,Brand Owner,Native Web 3,Twitter Followers,People,Utility,Description,Notes,Date Launched,Total NFTs,Initial Sale Revenue $,Royalty Revenue $,Onchain Ramp,Royalty,Marketplace,URLs,Twitter URL,Category,,,,,,,,,,,,,,,,,,
Dalmore,Food & Beverage,Decades No. 4 Collection,Ethereum,0x9dB475371B5cC2913D3219f72e16a3F101339a05,8 Dec 2023,https://blockbar.com/brands/The%20Dalmore,Whyte & Mackay,NO,,BlockBar,"In addition to the whisky set and NFT, which are collectively valued at $137,700 USD, the buyer will also receive a private visit to The Dalmore�s distillery in Scotland. BlockBar will verify authenticity and ownership and store the whisky until the buyer opts to redeem it for the physical collection.","The Dalmore has debuted its Decades No. 4 Collection of whisky as its first NFT. The four-piece collection will be released on BlockBar, an NFT marketplace for luxury wine and spirits.",,"December, 2021",,,,,,Blockbar,https://hypebeast.com/2021/12/the-dalmore-decades-whisky-collection-nft-blockbar,,,,,,,,,,,,,,,,,,,,,,
MetaTerrace,Food & Beverage,Virtual Restuarant,,,,,,YES,,ColossalBit,,"MetaTerrace - first of its kind restaurant themed to provide a unique experience of a virtual reality room will be opening today in Dubai's DIFC. ColossalBit, a Dubai-based consulting, advisory, design, and development firm for cryptocurrency, blockchain, and NFTs, has announced the launch of MetaTerrace.",,"Dec, 2021",,,,,,,https://learn.bybit.com/nft/nft-restaurant-food-metaverse/,,,,,,,,,,,,,,,,,,,,,,
Hennessy,Food & Beverage,"Hennessy 8, a limited edition",Ethereum,0x8F2C56a49A9982ba33d0236d4d84FBa1B1088561,Burn,https://blockbar.com/brands/Hennessy,LVMH,NO,,BlockBar,The buyer can redeem the physical product or trade the NFT version in the digital BlockBar marketplace. The owners of the two NFTs for bottles numbered 1 and 250 will also be invited to visit Hennessy�s estate in France.,"LVMH-owned Hennessy launched its inaugural NFT drink in January 2022. This NFT drink includes a collection of eight tokens symbolizing the first and last bottles of Hennessy�8. The coins were launched on the BlockBar marketplace for 70.47 ETH, worth$226,450 at the time.",,"January, 2022",2,,,,,Blockbar,https://www.ledgerinsights.com/hennessy-to-sell-exclusive-cognac-through-nfts/,,,,,,,,,,,,,,,,,,,,,,
,,,,0x9dB475371B5cC2913D3219f72e16a3F101339a05,13 Jan 2022,https://opensea.io/assets/ethereum/0x9db475371b5cc2913d3219f72e16a3f101339a05/41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flyfish Club,Food & Beverage,The World's First NFT Restaurant,Ethereum,0xc9D8F15803c645e98B17710a0b6593F097064bEF,9 Dec 2023,https://www.flyfishclub.com/,,YES,,,"Unlimited access to a private dining room that will span across 10,000+ square feet in an iconic, New York City location. The space will consist of a bustling cocktail lounge, upscale restaurant, intimate omakase room, and an outdoor space.","Flyfish Club (FFC) is the world's first member's only private dining club where membership is purchased on the blockchain as a NFT and owned by the token-holder to gain access to our restaurant and various culinary, cultural and social experiences.",,"Jan, 2022",,,,,,,https://thespoon.tech/here-are-the-details-about-flyfish-club-gary-vaynerchuks-nft-restaurant-opening-in-2023/,,,,,,,,,,,,,,,,,,,,,,
,,,,,,https://opensea.io/collection/flyfish-club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bored Breakfast Club,Food & Beverage,Web3�s first NFT coffee subscription,Ethereum,0x7c4Fa5d6A6aD98195Ec60678AC4048e5531618c6,21 Jan 2022,https://opensea.io/collection/boredbreakfastclub,,YES,,Yes Plz coffee,"Holders will also benefit from a Community Coffee Wallet that funds ongoing coffee shipments via royalties on secondary market sales and a portion of profits from Bored Breakfast�s eCommerce sales. In essence, Bored Breakfast Club is Web3 Coffee Subscription service.","The Bored Breakfast Club consists of 5,000 unique breakfast scenes, living as NFTs on the Ethereum blockchain. They also grant you access to an exclusive coffee club that ships insanely-delicious coffee from third-wave roasters Yes Plz, for FREE worldwide. Each NFT is sized to fit perfectly as a banner in your social network of choice. ",,"Jan, 2022",,,,,,Opensea,https://www.boredbreakfastclub.com/,,,,,,,,,,,,,,,,,,,,,,
Bud Light/ Budweiser,Food & Beverage,Bud Light N3XT Collection,Ethereum,0xC7C9567Bd3020E8148E43D0831c33d4843f0b0E1,1 Dec 2023,https://opensea.io/collection/bud-light-n3xt,Anheuser-Busch InBev,NO,,,,"Bud Light has created more than 12,000 NFTs�priced at $399 apiece�tied to the launch of its new beer brand N3XT, and now it's offering holders of the N3XT NFTs something new: Nouns-inspired specs.",,"Feb, 2022",,,,,,,https://www.cronj.com/blog/nft-in-food-and-beverage-industry/#4_Taco_Bell,,,,,,,,,,,,,,,,,,,,,,
Rage Coffee,Food & Beverage,,,,,,,NO,,,,"Rage Coffee, the Delhi-based FMCG company that manufactures, markets, and distributes innovative packaged coffee products is now ready to penetrate into the manifolds of the blockchain bazaar by minting 10 Rage Coffee branded NFTs of a certain value.",,"Feb, 2022",,,,,,,https://www.adgully.com/rage-coffee-brings-together-coffee-love-and-nfts-in-a-latest-campaign-114038.html,,,,,,,,,,,,,,,,,,,,,,
Papa John's,Food & Beverage,,Tezos,,,https://www.nfthotbag-papajohns.com/?ref=hackernoon.com,,NO,,artists Tom Hoff and Ash Sketch,,"NFT enthusiasts in the UK will be able to get their hands on the collection, which includes 19,840 NFTs in nine pizza hot bag-inspired patterns, over the course of a few days in early March.",the Papa Johns NFT Hot Bags were minted on the Tezos blockchain.,"March, 2022",,,,,,,https://hackernoon.com/papa-johns-is-making-nfts-mainstream-with-its-nft-collection-launch-for-pizza-lovers,,,,,,,,,,,,,,,,,,,,,,
,,,,,,https://www.binance.com/en/feed/post/382444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chef Tom Colicchio and Spike Mendelsohn,Food & Beverage,CHFTY Pizzas,Ethereum,0xA720E16603f81CD82FaAE15AE16F1aCfE88ddF0F,28 Nov 2023,https://opensea.io/collection/chfty-chftypizzas,,YES,,,"It will also unlock future benefits, such as streaming classes from chefs and live events, such as one in Washington D.C. next month. The chefs also plan to launch pop-up pizza restaurants across the United States, as voted on by NFT holders.","CHFTY Pizzas is launched with a public mint today, the chefs� Ethereum NFT collection spans 2,777 profile pictures, each with the image of a cartoonish, anthropomorphized pizza slice with randomized characteristics. Each sells for 0.07 ETH, or about $210.",,"Mar, 2022",,,,NO,,Opensea,https://decrypt.co/95947/top-chef-stars-tom-colicchio-spike-mendelsohn-ethereum-nfts-web3,,,,,,,,,,,,,,,,,,,,,,
Dalmore,Food & Beverage,Dalmore 33-Year-Old Vintage,Ethereum,0x9dB475371B5cC2913D3219f72e16a3F101339a05,1 Nov 2023,https://blockbar.com/brands/The%20Dalmore/bf51c03f-5489-498f-a754-5321c12e86f1,Whyte & Mackay,NO,,BlockBar,"By purchasing The Dalmore 33-Year-Old Vintage on BlockBar, owners will have the rare chance to attend a celebratory bottling event at a venue chosen by the community, anywhere in the world","the two brands will drop a Pauillac Premier Grand Cru Class� Finish, a 33-year-old whisky, as NFTs. All in all, The Dalmore will release 223 NFTs on BlockBar",,"April, 2022",223,,,,,Blockbar,https://nftevening.com/blockbar-x-dalmore-partner-again-to-release-rare-33yo-whiskey-nfts/,,,,,,,,,,,,,,,,,,,,,,
Johnnie Walker,Food & Beverage,Masters of Flavour NFTs,Ethereum,,,https://blockbar.com/brands/Johnnie%20Walker/657c3b94-d711-4146-8d5b-963525952319,Diageo,NO,,BlockBar,"the owners of the NFTs will be given a one-off opportunity to visit Johnnie Walker Princes Street � the brand�s visitor experience in Edinburgh, Scotland. Moreover, they will also tour the iconic Glenkinchie Distillery, which plays an integral role in the crafting of Johnnie Walker whisky, and enjoy VIP tastings of whiskies from the Diageo collection.","The brand is collaborating with NFT marketplace BlockBar.com to offer seven whisky connoisseurs the chance to own a bottle of 48-year-old Johnnie Walker Masters of Flavour NFTs, alongside their digital art and access to an exclusive brand experience in Scotland.",,"May, 2022",7,,,,,Blockbar,https://www.marketing-interactive.com/johnnie-walker-nft-experience,,,,,,,,,,,,,,,,,,,,,,
McDonald�s,Food & Beverage,Virtual Restuarant,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,22 Feb 2023,https://opensea.io/collection/mcdonft,,YES,,,,"The world�s largest fast-food chain wants to offer you a virtual restaurant in the metaverse, but it will do the delivery physically. McDonald�s has applied for 10 metaverse-related patents that seek to allow it to deliver food online and in person, offer entertainment services, sell non-fungible tokens (NFTs), and more.",,,,,,,,,https://timesofindia.indiatimes.com/gadgets-news/mcdonalds-wants-a-bite-of-the-metaverse-heres-how/articleshow/89504525.cms,,,,,,,,,,,,,,,,,,,,,,
Panera,Food & Beverage,Virtual Restuarant,,,,,,YES,,,,"Panera Bread has similarly filed a trademark application for its own metaverse restaurants, as well as NFTs that could be used to buy virtual food and beverages.",,,,,,,,,https://www.businesswire.com/news/home/20220609006083/en/Panera-Opens-First-%E2%80%9CPanera-To-Go%E2%80%9D-Digital-Only-Restaurant-for-Off-Premise-Dining,,,,,,,,,,,,,,,,,,,,,,
FoodChain Global,Food & Beverage,,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,,https://foodchain.global/,,,,,,"FoodChain Global is a decentralized organization that�s harnessing the power of the blockchain to fight global hunger. The project is utilizing NFTs, exclusive merch, play-to-earn games, and more to engage youth and raise funds for charities. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,https://nfts.foodchain.global/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
